label|text
-1|UTI Slight itch use increase itching skin prescription finish experience vaginal itching week later take itch red blotch come palm neck terribly itchy week work medical field Hospice rn look say have allergic reaction Benadryl help wonder long itching last week month Macrobid wonder systemic yeast infection antibiotic take probiotic eat organic yogurt know effect Macrobid Angina fleeting Angina different sensation heart burn day week UTI subside Macrobid effect intense long lasting time use herbal tincture bypass effect forgo antibiotic
-1|UTI Citrobacter Koseri Urine particularly face eye heavy head Foggy drowsy hot flash Sweating mild stomach upset Malaise Tiredness Sleepiness Muscle ache Irritability horrible crap like instant migraine headache tranquilized feeling sure treat UTI hope poisonous crap believe market
-1|Bladder kidney infection Headache nausea rib pain describe general malaise wonder rib pain maybe malaise fact Macrobid ineffective kidney infection allow kidney infection bad fact put strain kidney simple bladder infection headache nausea effect work tolerable read package likely simple UTI probably drug hard sort effect drug symptom kidney infection drug literature clearly say able treat
-1|severe uti Slight nausea take MEAL wipe appetite catch finish day mild flank pain go people c o nausea take meal develop hive ER sincerely concerned nurse
1|UTI Headache nausea joint weakness pain leg cramp loss appetite work UTI hard find appetite eat prevent nausea stomach vomiting violent finish night wake horrible leg cramp allergic sulfa good choice hope effect away
1|UTI hour taking start have chill fever body ache like flu last hour day bad headache significant effect day take Macrobid bad UTI afraid base review Bactrim allergy scared Cipro UTI symptom abate hour take dose flu effect medication prepare hour feel unwell
1|UTI blur vision left eye pelvic pressure head pressure fatigue light sensitivity sore muscle burn urinate prefer Cipro Microbid UTIs effect affect day day activity
1|UTI Fatigue upset stomach prescribe Macrobid common uncomplicated UTI urgent care clinic think work take day symptom ease day feel burning supplement home treatment drink glass water day day symptom go effect day experience upset stomach common effect antibiotic quickly resolve take probiotic day suffer fatigue believe cause medication take antibiotic concerned get yeast infection happen time overall Macrobid job effect hesitate
-1|asthma anxiety panic depression stop cry lethargy sweating sleep disturbance feel like lose mind medrol clear tightness chest asthma effect bad life death situation learn let asthma control week pill jittery depressed get well
-1|rupture disc day massive migraine try combat w water increase luck pressure eye pain relief dr s need learn listen patient live body day dr s react patient say rx didn t work patient problem s steroid go impact pain non existant instead feel bad migraine gi upset add thing deal need god forbid rx painkiller pain eye roll anti inlammatorie work inlammation cause pain underlying cause inflammation go anti inflammatorie temporary good tend result bad effect pain specific med look feedback s primarily negative
1|Fibromyalgia Pain Chronic Sinusitis severe sweating like take shower inside hair continually soak house look like sauna hour horrible headache day spin severe fatigue slight moodiness hunger loss appetite flush arm face chest suffer worse acute sinusitis joint pain benefit outweigh effect far feel good result pack idea exactly call doctor find time properly educate prescribe joint pain get well effective cure sinusitis
-1|heavy menstrual bleed gynecologist prescribe heavy period fibroid stop bleed cold day later get blood clot lead pulmonary embolism kill blood clot disorder factor v leiden drug circumstance think doctor prescribe comprehensive blood test clot disorder case gyno know clot disorder prescribe blood clot risk literature find
-1|post operative pain hallucination extreme slow digestive process nan
1|oral surgery dizziness sleepy don t drive car stuff way well hydro codone vicodan
1|surgery slight hallucination groggy effective pain naseous
1|foot surgery dizzy especially stop medication sleepy mild hallucination inabilty tell reality dream slight skin rash mouth benefit ill anesthesia take away pain far outweigh effect nan
1|knee surgery painfree long lasting dope take hurt pain feel likely hurt leg unlike dope
-1|BV medicine bad take get sick stop day day dose s day m feel affect t sleep horrible nightmare cotton mouth muscle ache stomache diarrhea depression energy shake blah feel seriously scare hell good note bv go price
-1|birth control irregular heavy bleeding cramp period end fatigue mood swing severe depression crying spell suicidal thought pain burn sex vaginal dryness take drug doctor tell shouldn t emotional effect combination pill day heavy spotting cramp period end week ago feel emotional depressed start cry uncontrollably feel suicidal recommend drug don t think birth control worth
-1|ache Flu symptom laryngitis hoarseness diarrhea severe chest pain rush hospital suspect heart attack blood stool unexplained bruising bloat heart burn feel stick throat chest acute thirst hungry generally feel dreadful week stop take naproxen connection loss voice flu symptom heartburn diarrhea rush ambulance acute chest pain terrifying diarrhea plus blood stool feel stick throat find list symptom website detail effect associate take naproxen flu symptom go away week hoarseness voice problem wonder long thing system rid symptom naproxen poison leave suffer indefinitely doctor prescribe chemical aware negative impact body
-1|Shoulder pain Self medicate OTC naproxen recommend pharmacist take tab pm mg sick wave stomach pain history ulcer stop me completely shoulder pain bad stomach pain bad shoulder pain less evil see doc tomorrow want sicker
